x,v,a,E,f
0.09869081797091085,3.961910341235694,-62.36209512518381,0.5716845267331042,377.06669851399056
0.10632367266759313,3.8164273483415583,-72.74149644707586,0.5810813817132868,377.81633900348703
0.11362550700156658,3.6509171669871288,-82.75509067722388,0.5914078578061847,378.58593582588395
0.12055791750190281,3.466205250340899,-92.3559583277186,0.6026567514587262,379.3888887201719
0.12708433345744527,3.1558333333333333,-537302675546.6667,0.6148178617057564,378.02232403045355
0.13317019204810276,3.0429292954804317,-56.452018929264824,0.6278779828883778,381.1495295252229
0.13878310589603715,2.6831752232142856,-619655603795.058,0.6418209101942001,379.58271262491144
0.1438930221735729,2.5549581388952283,-64.10854216272435,0.6566274580681215,383.2096405830752
0.14847237247437697,2.2896751502873944,-132.6414942972753,0.672275491557492,384.3876123972991
0.15249621265299582,2.0119200893096427,-138.87753048889115,0.6887399705090984,385.6834879814779
0.15594235190890104,1.723069628038506,-144.42523064276767,0.7059930065576703,387.11185649238035
0.1587914704094961,1.2724609375,-764497661370.9353,0.7240039327183188,385.50923213110906
0.16102722474900302,0.9621212121212122,-1771369880842.942,0.7427393853575994,387.1631667520967
0.16263634015475634,0.8045577029167628,-78.78175460615182,0.7621633982845217,388.5324821842615
0.1636086894613576,0.32563025210084034,-759482883796.1412,0.7822375085940162,370.2480085747491
0.16393735891630842,0.1643347274836071,-80.64776231263676,0.8029208738603282,344.9415877942345
0.16361869988075745,-0.3213888888888889,-810945026074.5127,0.8241704002594101,300.7839237136115
0.1626523659956194,-0.483166942593101,-80.88902685613822,0.8459408810510167,250.7487654533069
0.16104133550577782,-0.9658203125,-805747592485.654,0.8681851449245035,183.1244746448812
0.15879191850076627,-1.1247085025618397,-79.44409503488001,0.8908542135278266,110.99976602517928
0.15591374889374193,-1.5943055555555556,-776724579396.8256,0.9138974675905853,23.043689103730454
0.15241976102702742,-1.842471709152943,-75.83176981435713,0.937262820939031,-71.58200520212327
0.1483261509188965,-2.0468050541674887,-102.16667251236566,0.9608969013078437,-167.96703761604417
0.14365232206381726,-2.4783761160714284,-711034384313.3036,0.9847452381615109,-266.29279444378597
0.13842081604162426,-2.6157530112268876,-68.68844758115362,1.0087524553464318,-350.1054299800311
0.13265722800920624,-3.0101388888888887,-642237690537.3467,1.0328624687896637,-426.9338544043506
0.12639010736907172,-3.13356032022346,-61.71071567036175,1.0570186879070178,-485.21480868516153
0.11965084391355814,-3.4820731026785716,-565168454243.5938,1.0811642199736373,-536.1504009674576
0.1124735398524692,-3.588652030723355,-53.28946402504814,1.105242076474381,-571.919516059489
0.10489486816240712,-3.7893358448413035,-100.34190705394985,1.1291953805922925,-602.000037460929
0.09695391780415594,-3.9704751791260278,-90.56966714237211,1.1529675748324983,-626.2431534466872
0.08869202637921847,-4.130945712674654,-80.23526677831272,1.1765026279179762,-646.430277929007
0.08015260089157512,-4.26971274360788,-69.38351546313898,1.1997452399846518,-663.8596091735355
0.0713809273298387,-4.385836780868697,-58.06201863041478,1.2226410451526535,-679.3901975809492
0.06242396983039876,-4.4784787499432115,-46.320984539566204,1.245136810589689,-693.5428947276472
0.05333016025976519,-4.572893415178571,-130627661595.20535,1.2671806311332012,-707.1857382405238
0.044149179095520144,-4.59049058235135,-8.798583586828112,1.2887221185887552,-718.726011627977
0.03493172851592882,-4.609270833333333,-2729900791.6755557,1.3097125848827533,-729.9724570694605
0.025729298693465043,-4.601214911461252,4.027960936241528,1.3301052181757653,-740.3242224673004
0.016593928273037194,-4.542201450892857,128090008898.30357,1.3498552512023354,-749.2365878969383
0.007577960109016717,-4.507984082234953,17.10868432980491,1.3689201210040238,-758.4000547143827
-0.0012662066925830334,-4.370417751736111,258534885441.64,1.3872596193933018,-764.9059788120913
-0.0098863672961978,-4.310080302022233,30.168724858442964,1.4048360334007852,-772.812070210892
-0.018230763128974425,-4.094709123883929,389484928739.2232,1.4216142751279723,-776.8384052025978
-0.026248334176279614,-4.008785523852425,42.96180001789346,1.4375620003578355,-783.4173068498562
-0.03388897045801911,-3.7178819444444446,512590683594.2822,1.4526497154423565,-784.9274693115605
-0.041103761503749614,-3.6073955230450725,55.243210702439846,1.466850871931761,-790.1274938910469
-0.047845242695302416,-3.2446986607142856,633529476653.8973,1.4801419485719387,-789.1305893929124
-0.05406763728369429,-3.1111972943510255,66.75068318495742,1.4925025202573847,-792.9244408487726
-0.059727092935279016,-2.6819444444444445,739507978442.6912,1.503915313681967,-789.4794628921356
-0.064781911692291,-2.52740937850627,77.2675329690958,1.514366249405997,-791.864090203352
-0.06919277228060823,-2.205430294268552,160.989542126884,1.5238444701999054,-789.9252247143235
-0.07292294367631336,-1.6891108247422681,2042578281075.0283,1.5323423555320153,-783.0236029779262
-0.07593848888830275,-1.323828125,862929474757.9437,1.5398555221639003,-769.5239012345694
-0.07820845794764186,-1.1349845297261336,94.4217976416399,1.5463828108781266,-731.5718008239869
-0.07970506913508887,-0.55078125,992824286507.8381,1.5519262594308958,-660.8989735158137
-0.08040387751909546,-0.34940419202070994,100.68852899466417,1.556491061872455,-576.042357714361
-0.08028392993743153,0.2677083333333333,1039503564786.8196,1.5600855144750099,-464.3253943792689
-0.07932790559972006,0.4780121688795628,105.15191777835638,1.5627209485365188,-344.4983486472128
-0.077522241553956,1.1170479910714286,1076722047781.6361,1.564411650424284,-202.6181349907985
-0.07485724232115067,1.3324996164690885,107.7258127041999,1.5651747692577778,-57.5307413724955
-0.07132717310456752,1.8925150944363782,108.15458466944924,1.5650302126616042,107.79429291796312
-0.0669303357753858,2.198418664700442,152.95178513965624,1.564000531395734,265.37461757404327
-0.061669127767908415,2.8457728794642856,1081511684401.6116,1.5621107927504605,420.9246944039911
-0.05555008262054379,3.0595225738348235,106.87484719059647,1.5593884442553856,549.1129189587253
-0.048583892480998425,3.6925694444444446,1048209685105.7,1.5558631677117496,661.9798584187122
-0.04078541206508071,3.8992402081532265,103.33538185954203,1.5515667245476668,739.9119473488877
-0.03217364392450049,4.505510602678571,1003390600368.0267,1.5465327932171153,802.676359507722
-0.022771704956944597,4.700969484012282,97.72944067172726,1.5407967994647418,836.5878484225075
-0.01260677412864775,5.268185763888889,929344554573.2977,1.5343957402882118,864.85476616775
-0.0017100215164221402,5.448376306384396,90.09527125224449,1.5273680024897058,875.2704892034357
0.009883481196518999,5.964617047991071,843749851730.8303,1.5197531766999657,888.3240274010491
0.022134868489832853,6.125693646962282,80.5382994896201,1.5115918678183273,890.5304364303661
0.035001606742457635,6.5796875,732177083037.2977,1.5029255027864583,898.1631169760299
0.048437637483795565,6.718015371003846,69.16393550537038,1.4937961366722248,897.8367202733378
0.06239353770164405,7.099260602678571,609747651877.317,1.4842462579974929,902.7027719940302
0.07681669658992879,7.211579444139963,56.159420730677375,1.4743185942993118,901.1027545721428
0.09165150811949499,7.417405764783917,102.91316032198795,1.4640559188592732,901.4301988201676
0.10683957867440991,7.594035277458295,88.31475633719906,1.4535008595734418,900.8952224903629
0.12231994896696509,7.740185146278443,73.0749344100819,1.4426957108942347,899.4933487104001
0.13802932935532702,7.854690194572509,57.2525241498869,1.4316822497728723,897.2205410075657
0.1539023476339619,7.936509138920044,40.90947217171931,1.4205015565017234,894.0749912831207
0.1698718082818479,7.984730324341017,24.11059271168819,1.4091938413465497,890.0576467722337
0.18586896214670873,8.009765625,56238162365.91518,1.3977982777927123,885.4273459370091
0.201858590607031,7.9948142301584735,-7.475697420760764,1.386352843249468,879.822598245809
0.21773451634284854,7.937962868304458,-28.42568092842456,1.3748941679554603,873.2205170900694
0.23342486830430825,7.845175980340515,-46.39344397966935,1.3634397499820483,865.775540576433
0.2488573852759235,7.71625848580847,-64.45874726602962,1.3520409341725,857.5021267972969
0.26395972090092973,7.551167812879529,-82.54533646858488,1.3407295798434569,848.4193657955185
0.2786602023494966,7.350240723915406,-100.46354447703122,1.329535689073485,838.5536727703194
0.292887682035304,7.113739843258306,-118.25044033444482,1.318487306285834,827.9285651503506
0.30657139488874896,6.841856426382924,-135.94170843094454,1.3076104296656346,816.564755178071
0.31964172027912047,6.535162695511519,-153.34686544334625,1.2969289348478124,804.4903556026359
0.3320304895986102,6.194384659434702,-170.38901802987695,1.2864645111821513,791.7356966109128
0.34367129029666865,5.820400349029867,-186.99215520243823,1.2762366108848844,778.3332436585584
0.3544997650592357,5.41423738155341,-203.08148374835145,1.266262411254429,764.3175029332831
0.36445390478105383,4.748611111111111,-1143207488266.7334,1.2565567901090253,744.6032228936616
0.3734743340264107,4.510214622678946,-119.19824421609552,1.2471323145142348,734.5937936489812
0.3815045877105345,4.015126842062342,-247.5438903083293,1.2379992427862203,718.9640576930416
0.388491377734502,3.493395012157869,-260.8659149652402,1.2291655397173116,702.8773309159027
0.3943848483755256,2.9467353203642688,-273.32984588311393,1.2206369048700718,686.3766857890041
0.3991388192544575,2.376985439466196,-284.8749404490679,1.2124168137427809,669.5065570077255
0.4028102734293138,1.4638671875,-175471832533.54688,1.204245595338082,645.0021166830666
0.4050632789515228,1.165757846708617,-154.24875783879867,1.196905379027937,624.7399097465932
0.40616177463847875,0.5492478435053636,-308.2550016169926,1.1896104106257106,562.073693210673
0.4059771662147691,-0.4175,-1627279589422.4556,1.1826169033110077,459.3435864843487
0.4044847848357503,-0.746190689546598,-164.3453447814913,1.17591825675918,341.37424484600535
0.4016647754707491,-1.7446986607142858,-1682285352713.5837,1.169506143540601,186.80616191559784
0.39750222499356214,-2.0812752386972195,-168.28828899985572,1.1633706289357582,24.84150685766927
0.3919872707269512,-2.8883230207311827,-169.92734841011136,1.1575002996892958,-166.31972013005606
0.3851151885849612,-3.4360410711662963,-273.85902523120814,1.1518824005545591,-342.4025117306317
0.3768864611089504,-4.452845982142857,-1701326461652.0625,1.1465029788505008,-496.0501038109922
0.3673068239450515,-4.789818582188226,-168.48630003108335,1.1413470348454493,-590.6322324687485
0.35638729128101426,-5.792222222222223,-1663609138465.4578,1.136398678091561,-659.1010427897379
0.34414415971739265,-6.121565782115955,-164.67177995507458,1.1316412884202656,-686.2788638003508
0.33059899048878577,-7.09375,-1614286063621.5535,1.1270576807150545,-713.86933134014
0.31577857005067833,-7.410210219423105,-158.23010971943987,1.1226302725212018,-721.4052159493563
0.29971484906769474,-8.336666666666666,-1525249976540.1777,1.1183412535029054,-740.5450938954097
0.28244486001519353,-8.634994526681044,-149.16393001462473,1.1141727557752052,-745.3771646518308
0.26401061360930594,-9.500558035714286,-1424639519459.875,1.110107024101324,-762.6427401681832
0.24445897447148107,-9.775819569399742,-137.63076684958833,1.1061265849713022,-766.9559047983063
0.2238415164186685,-10.565972222222221,-1287244848067.422,1.1022144135532435,-782.6495820520846
0.20221435797336607,-10.813579223190258,-123.8035004901897,1.0983540975426345,-786.46437072891
0.17963797865414255,-11.28818965905155,-237.30521791886912,1.0945299969224234,-795.3125711887833
0.15617701681987595,-11.730480917718044,-221.14562934427047,1.090727398689231,-803.4846699455378
0.13190003983716606,-12.330555555555556,-961103512875.2444,1.0869326655959963,-815.1447851216567
0.10687927810923965,-12.51038086396458,-89.91265420452179,1.0831333780144914,-817.6001699926728
0.0811904035585202,-12.844437275999999,-167.02820602603578,1.0793184680354342,-823.4512377985182
0.05491227278349069,-13.272879464285714,-672594898749.1072,1.0754783449801797,-831.3742216067747
0.0281266463524383,-13.392813215521722,-59.966875617984044,1.0716050115338596,-832.5335463711865
0.0009178953956127424,-13.604375478414276,-105.78113144628897,1.0676921697517348,-835.6934811019842
-0.026627303265780413,-13.772599330698094,-84.11192614191825,1.0637353162534982,-837.8918088849815
-0.054420282234328154,-13.896489484275401,-61.945076788660174,1.0597318259649713,-839.1032851952926
-0.08237070759204031,-13.975212679552714,-39.36159764061842,1.0556810238308627,-839.3071327632202
-0.11038691057459743,-14.009166666666667,-5330140711.466666,1.051584243837253,-838.5104521901328
-0.13837622546542505,-13.994657446111418,7.254610277986158,1.047444873614917,-836.6319328954081
-0.16624533237252556,-13.934553452858713,30.05199662486097,1.0432683857254321,-833.7347267217334
-0.19390060339483983,-13.827635511846417,53.45897050881317,1.0390623567703894,-829.79371095286
-0.22124845083528671,-13.581527777777778,462349254363.20886,1.034836472753961,-822.7965724723229
-0.24819567592721462,-13.473612545965434,53.957615906177814,1.030602520398013,-818.7972513664324
-0.27464981670201793,-13.227070387403117,123.271079281172,1.0263743643043726,-811.7624518654517
-0.30051949349033424,-12.934838394802933,146.1159963073758,1.02216790995597,-803.7250814705753
-0.3257147506565349,-12.414166666666667,918043350810.0089,1.0180010526102043,-790.7137590960663
-0.35014739310475523,-12.216321224719138,98.92272097869531,1.0138936122270712,-784.7363802107279
-0.37373131620843025,-11.565848214285714,1136522254695.8928,1.0098672546364011,-768.9260873960341
-0.3963828277189973,-11.32575575527974,120.04622950294662,1.0059453992454137,-762.0640035248331
-0.41802096038079545,-10.819066331438384,253.34471193330697,1.0021531136402788,-749.4382925655265
-0.43856777390839685,-10.273406763290854,272.8297840602248,0.9985169955279374,-736.0100855149813
-0.45794864507470573,-9.69043558363749,291.4855898412124,0.9950650425291785,-721.827016054876
-0.4760925447415654,-9.071949832975598,309.24287531546133,0.9918265103982992,-706.940243594947
-0.492932300629954,-8.419877944614013,326.03594419704456,0.9888317603286734,-691.4042040329857
-0.5084048448053619,-7.736272087319981,341.80292863005315,0.986112096047808,-675.2763460380421
-0.5224514448021136,-7.023299998725963,356.4860443147792,0.9836995914882832,-658.6168547853842
-0.5350179174929511,-6.283236345104161,370.03182679237284,0.9816269098594943,-641.4883651077872
-0.546054824783066,-5.518453645058038,382.3913500231035,0.9799271150175912,-623.9556660508358
-0.5555176503763309,-4.731412796868325,393.5204241144729,0.9786334760657779,-606.0853988118648
-0.5633669568774123,-3.9246532503459273,403.3797732411799,0.9777792661746645,-587.94575000454
-0.5695685226108081,-3.1007828666968686,411.9351918243917,0.9773975566476871,-569.6061421600909
-0.5740934576307465,-2.262467510081948,419.1576783283546,0.9772630287763153,-551.1369232772975
-0.5769182984632993,-0.984375,7530254596869.086,0.9779243063158223,-523.2965754788285
-0.5780250812324806,-0.5533913846182368,215.4918077016235,0.9791552323541016,-488.0184047300251
-0.5774013929160828,0.7461180124223602,3036949640105.1997,0.9809859380122512,-393.76018240956046
-0.5750404005595748,1.1804961783128436,217.18908295606818,0.983445283761003,-279.13716170130283
-0.5709408583848998,2.4838169642857144,2181661663323.933,0.9865606483168353,-115.36700298281846
-0.5651070928229168,3.331206670328667,202.7460252538441,0.9903577207091936,70.01382949083273
-0.557548965587746,3.7790636177737778,223.92847373371774,0.9948602966969395,260.89087650477836
-0.5482818150165129,5.057777777777778,2122709096513.9512,1.0000900806621857,439.16771489670253
-0.5373263759892449,5.477719513907015,209.97086807508526,1.0060664941496886,543.8601329284242
-0.5247086788190759,6.719308035714286,2063108292969.7278,1.0128064921576938,617.0510500398018
-0.5104599276340062,7.124375592890007,202.53377859795663,1.0203243882668431,645.0199438989595
-0.4946163587988526,8.313888888888888,1962090614282.551,1.0286316896850847,679.1435510862012
-0.4772190800857198,8.698639357000006,192.37523406514867,1.037736943209727,692.6475959536967
-0.45831389129784067,9.821428571428571,1853885565378.3035,1.0476455931099695,721.767665718115
-0.43795108722597886,10.181402036438428,179.98673251390025,1.0583598518339912,734.5339790718903
-0.4161852437853815,10.882921719753742,350.7598416400942,1.0698785844464727,755.1617827531879
-0.39307498836723626,11.555127709648634,336.10299496419975,1.082197207583044,775.6041447744673
-0.36868275537944106,12.19611649329233,320.4943918059425,1.095307603710631,795.8245149797536
-0.3430745281468766,12.804113616920487,303.9985618292326,1.1091980513439286,815.7823919664534
-0.3163195682542982,13.377479945619374,286.68316433508863,1.1238531718725808,835.4370525563056
-0.28849013361560777,13.914717319346742,268.6186868637138,1.1392538934977312,854.7482014621172
-0.2596611864503333,14.414473582638815,249.87813164606365,1.1553774327775557,873.6761341101079
-0.2299100925149548,14.87554696843077,230.53669290746961,1.1721972941302645,892.1818263613611
-0.19931631287522242,15.494027777777777,986478263699.3334,1.1896832876103574,914.5852706761862
-0.16796108961474834,15.677611631018538,91.79192662495582,1.2078015651414193,927.7742659901458
-0.1359271267888342,16.172712053571427,782754976217.1964,1.226514675361028,948.2438312294813
-0.10329826810026185,16.31442934509942,70.85864576752853,1.2457816370557147,961.2301929151415
-0.07015917259649272,16.682916666666667,567298006839.5377,1.265558031179845,979.5963509761287
-0.03659498989044063,16.7820913538626,49.58734360043863,1.2857961112439882,992.2708741093052
-0.0026910361972691866,17.022711617606028,355536933292.0893,1.3064449318872848,1008.3878253089342
0.03146752732110267,17.079281760037297,28.285071217044575,1.3274504952323374,1020.6374874236182
0.06579601264093209,17.192708333333332,142442222315.96445,1.3487559146576704,1034.3846449044975
0.1002105179359789,17.207252648381157,7.27215752427503,1.3703015954030142,1046.0942351124304
0.13462823440136332,17.196010044642858,-64579342713.10714,1.3920254314671936,1057.3747890365723
0.16896774544837842,17.16975552436343,-13.127260140367584,1.4138630180377436,1068.4328955876636
0.2031493171356932,17.038194444444443,-263167335631.05777,1.435747878744385,1077.1809208802151
0.2370951785288372,16.972930697418075,-32.6318735148105,1.4576117068103516,1087.474882134915
0.27072979094953353,16.727120535714285,-453303757764.4464,1.4793846192370408,1093.6542130661153
0.30398010491400723,16.625156983065583,-50.981776326892096,1.500995422944926,1103.0779101725664
0.3367758038369357,16.272777777777776,-625858649337.2267,1.5223718918637057,1106.687294934724
0.36904953342752694,16.1368647961,-67.95649084227583,1.5434410537611374,1115.1442073705682
0.4007371159862408,15.686941964285714,-788377805175.3661,1.5641294856781383,1116.2161197683045
0.43177774867314833,15.52031634422743,-83.31281003329481,1.58436361664624,1123.61967420335
0.46211418510254554,14.983055555555556,-926553865980.4355,1.604070036449349,1122.2125894827059
0.4916928994941594,14.78935719654415,-96.84917951053023,1.6231758090155055,1128.4794489213468
0.5204642328931258,14.17578125,-1054955389466.3661,1.641608789117017,1124.6711162200088
0.5483825208597531,13.959143984009497,-108.31863300065095,1.6592979408990525,1129.733777295885
0.575406202307338,13.281666666666666,-1151790883287.1912,1.676173656855477,1123.6492450515325
0.6014979090695466,13.045853381105747,-117.90664278047258,1.692168075733944,1127.4467156385367
0.6266245360369264,12.563313484316144,-241.2699484068286,1.7072153979487021,1125.008398001079
0.6507572916633462,12.066377812605719,-248.4678358427711,1.7212521969931924,1121.7293864772837
0.6738717287859387,11.557218561872373,-254.5796253793631,1.7342177253816657,1117.6293287106512
0.6959477558299173,11.038013521441504,-259.60252020255086,1.7460548593362342,1112.730124273905
0.7169696284519727,10.510936311028832,-263.5386052063652,1.7567097327483734,1107.0559364421026
0.7369259218949152,9.97814672146796,-266.3947947803472,1.7661313686296616,1100.6328676645942
0.755809484298698,9.44178120236203,-268.1827595663333,1.7742725971143254,1093.4887862230696
0.7736173713783945,8.903943539406363,-268.9188314644876,1.781090312968799,1085.653185055446
0.7903507629039349,8.366695762771137,-268.62388831764264,1.7865457193031844,1077.1570211694848
0.8060148615572558,7.832049326657813,-267.32321805657256,1.7906045562290418,1068.0325419328092
0.8206187747539306,7.301956598701422,-265.04636399140753,1.793237313236896,1058.3131026241701
0.8341753801475338,6.518973214285714,-1303477856502.0222,1.7944194241505662,1041.8749696881257
0.8467011755595638,6.262897706327207,-128.0377539856361,1.7948692953101861,1037.2272093383206
0.8582161141960892,5.757469317974421,-252.71419416373897,1.7930952518444823,1026.072819490258
0.8687434260074592,5.263655905947388,-246.90670602582443,1.7898246102765323,1014.7863041443176
0.8783094261824222,4.783000087244134,-240.3279093397001,1.7850541924089032,1002.5168402591408
0.8869433117453215,4.316942781664809,-233.02865280127838,1.7787864595515606,989.9029518689514
0.8946769473440979,3.8668177991945702,-225.06249122385026,1.7710295825122615,976.9649678868677
0.9015446412961767,3.4338469760398125,-216.48541157740272,1.761797488223138,963.7290789165319
0.9075829130528036,3.0191358784639264,-207.35554879827933,1.751109882520435,950.2247407703294
0.9128302532339921,2.6236700904640697,-197.73289399011526,1.7389922487220812,936.4830628717721
0.9173268774323082,2.2483120991572942,-187.67899565332507,1.7254758217200528,922.5357973833308
0.9211144749958526,1.742581148113527,-84.38651410472603,1.7105975373739253,903.0784683304911
0.92423595409004,1.5607395471714813,-90.92080047555503,1.6943999572444617,869.3883022503438
0.9267351840942236,1.1015625,-744162045802.4241,1.676931168735305,807.7859240222933
0.9286567368292825,0.9607763675773408,-70.39306621483858,1.6582446608645705,736.8303623862986
0.9300456276747266,0.5688888888888889,-628284843205.4828,1.6383991759128915,650.9300078830435
0.9309470578806186,0.4507151029684428,-59.08689296316841,1.617458537403432,564.6128600277422
0.9314061592903254,0.12667410714285715,-517092641862.9704,1.5954914548666528,471.99643483165454
0.9314677426730994,0.03079169138851259,-47.94120787956206,1.5725713060724065,384.1445615523573
0.9311760508485092,-0.22666666666666666,-404427021489.80054,1.5487758973877832,295.57309747392975
0.9305745177502606,-0.3007665491393021,-37.0499412381646,1.5241872031587018,214.48576480973955
0.929705534543739,-0.49441964285714285,-301218634954.5653,1.4988910849705668,136.189128931555
0.9286102238719935,-0.5476553359000539,-26.61784652278237,1.4729769918885611,66.48402103859723
0.9272746708028516,-0.685546875,-49639754298.09375,1.4454913131105467,-0.7875242677934562
0.9258974786368137,-0.716704985510591,-16.215001575470374,1.419668691556009,-54.551031822579446
0.9243540489777193,-0.7717148295856562,-27.504922038903644,1.3924683779081661,-103.61678034573522
0.9227319227841799,-0.8255555555555556,-72520257974.51389,1.3650371626628979,-145.3618935810355
0.9210628473820286,-0.8345377011172662,-4.491072781079181,1.337477351509086,-179.13169725015376
0.919376171669905,-0.8431919642857143,733301294.516183,1.3098927071533906,-206.22065240358185
0.9176987030463515,-0.8387343117768711,2.2288262544218576,1.2823358817459716,-226.9967930124131
0.9160545791066722,-0.8220619698806163,8.336170948542929,1.2549650632005689,-242.07194883222573
0.914465154639247,-0.7777777777777778,84740010295.67444,1.2278862203766718,-251.6810538444412
0.9129489043722181,-0.7581251335522667,9.82632211324535,1.2012051425432742,-257.4643314180712
0.9115213420671028,-0.6891741071428571,123683348674.41463,1.1750270182384974,-258.44467498287906
0.9101949582696415,-0.6631918987307259,12.991104206067016,1.1494560141249983,-256.9384853604358
0.9089791745878372,-0.578125,523663803349.2246,1.124594854682761,-251.3345406191793
0.9078803123760519,-0.5494311058807219,14.346947059328455,1.1005444044859645,-244.078622692008
0.9069015779432527,-0.4893672164240328,30.031944729841566,1.0774032548381358,-233.71198272000615
0.9060430644914099,-0.39955357142857145,149298119891.57504,1.055267316531725,-220.62532365126282
0.905301770685617,-0.3706469028963305,14.453334266115645,1.0342294205407299,-207.17764395637835
0.9046716356754526,-0.31506750509790604,27.7896989005975,1.0143789283409557,-192.24770408415662
0.9041435903138505,-0.24051339285714285,118165647740.4908,0.9958013536069195,-176.307127119038
0.903705624242493,-0.21898303568965957,10.765178584278262,0.9785779969558479,-161.26611445226703
0.9033428684388933,-0.16555555555555557,79175014017.89236,0.9627849690470554,-145.93951066243525
0.9030376927514466,-0.15258784372336756,6.483855916094717,0.9484934932014736,-132.11279843958746
0.9027698178775666,-0.1339374369466891,9.32520338880407,0.9357702186903223,-119.33482010264044
0.9025164411765259,-0.12668835051408914,3.6245432161201077,0.9246762943976636,-108.2779153706513
0.9022523756452326,-0.13203276564656172,-2.6722075662353975,0.9152670915468537,-99.34395307638495
0.901950201326134,-0.15108715955684382,-9.527196955615965,0.9075919481806808,-92.92786369552266
0.9015804283618265,-0.20703125,-111307107446.19615,0.9016939366141096,-89.8974655063595
0.9011116708970198,-0.2565532696556942,-13.189666379617252,0.8976096549157289,-90.05800696810397
0.9005108307203296,-0.3004200883601078,-21.933409353300146,0.8953690437071441,-93.002467065323
0.8997432902712911,-0.4311111111111111,-236893777024.86166,0.8949952284665789,-101.2822749670588
0.8987731133203026,-0.48508847551840273,-26.988682204991143,0.8965043891217783,-112.01474350637055
0.8975632528614478,-0.6713169642857143,-333682226043.6172,0.8999056568628168,-129.57166971907532
0.896075764980255,-0.7437439406334717,-36.21348817568388,0.9052010390532444,-149.35440378981446
0.8942720276777202,-0.9872222222222222,-427109233987.39667,0.9123853726455389,-177.02033650987042
0.892112963585257,-1.079532046285381,-46.15491203388014,0.9214463064221574,-206.15875604669597
0.8895592654828506,-1.3822544642857142,-529803325238.50336,0.9323643122883735,-243.5493271877044
0.8865716235349314,-1.4938209740340784,-55.78325487696281,0.9451127256790115,-280.60929076186574
0.8831109531422916,-1.855,-623822626495.9078,0.9596578150677959,-325.1536842458152
0.8791386223253665,-1.9861654085615323,-65.58270428403536,0.9759588803789956,-366.2670441193524
0.8746166775431553,-2.260972390993413,-137.40349120912126,0.9939683800511891,-409.8623453430636
0.8695080668844222,-2.5543053293657154,-146.66646918610223,1.0136320862926915,-452.0932389735814
0.863776859563144,-2.865603660781938,-155.6491657158702,1.0348892680340946,-491.6377242303286
0.8573884606887079,-3.3638392857142856,-852667365250.846,1.057672900891836,-531.3213317057779
0.8503098203034366,-3.5393201928120708,-87.74045355326629,1.0819099033591533,-559.9143755237839
0.8425096356970029,-4.085555555555556,-928058038984.8933,1.1075213983723025,-592.7208463534063
0.8339585460727711,-4.275544812329023,-94.99462839146886,1.1344229991816102,-614.8498638901592
0.8246293186394844,-4.6646137164118455,-194.53445203175707,1.1625251184902397,-639.3675926709789
0.8144970252919757,-5.066146673754937,-200.76647867156785,1.1917332995638792,-663.1497899196239
0.8035392090435427,-5.478908124214645,-206.38072522978527,1.2219485680715616,-686.8529561910159
0.791736039465157,-5.901584789193487,-211.33833248944418,1.2530678031928983,-710.8816955776713
0.7790704564132128,-6.332791526287782,-215.60336855789467,1.2849841265254471,-735.4339397437356
0.7655283013921557,-6.771077510192544,-219.1429919415057,1.317587307218114,-760.569109341048
0.7510984359732017,-7.214932709836635,-221.92759983310802,1.3507641816472646,-786.2671326721164
0.7357728467103738,-7.887777777777778,-1125815573286.68,1.3843990859871156,-817.5362078486911
0.719546736125613,-8.113055292381272,-112.63875730175951,1.4183742998073012,-839.0905908647512
0.702418599323338,-8.564068401564395,-225.5065546028024,1.4525704989604384,-866.0478433911982
0.6843902859254529,-9.01415669849121,-225.04414845213896,1.4868672158303777,-893.2457747362671
0.6654670470650258,-9.461619430685207,-223.73136610815143,1.5211433050327519,-920.5878249633728
0.6456575672107395,-10.124441964285714,-1104296891651.8125,1.5552774126930842,-953.0207683297384
0.6249739807467084,-10.3417932320167,-108.67563386550525,1.5891484472542177,-975.3069195103315
0.6034318731997477,-10.771053773476769,-214.6302707299628,1.6226360499440664,-1002.4812469280139
0.5810502671693698,-11.190803015746773,-209.87462114546406,1.655621062863712,-1029.3950906045648
0.557851593013494,-11.599337077362271,-204.26703079761165,1.6879859927848528,-1055.9450089511365
0.5338616444366825,-11.994974288407056,-197.81860552241383,1.7196154686653613,-1082.0275643254695
0.509109519104955,-12.376062665859585,-190.54418872620124,1.7503966910208364,-1107.5398053273689
0.48362754467738645,-12.740987213785708,-182.46227396308134,1.7802198712061696,-1132.379757647861
0.45745119062050854,-13.088177028440393,-173.59490732736174,1.808978658793249,-1156.4469206961242
0.4306189662311831,-13.416112195331479,-163.96758345371643,1.8365705552322504,-1179.6427671378253
0.40317230533180093,-13.869722222222222,-732544372646.48,1.8628973120649,-1205.3547662752312
0.37515543819841235,-14.008433566695832,-69.35567223681237,1.8878653119828657,-1223.0392382827617
0.34661525126104975,-14.270093468682871,-130.8299509935342,1.9113859311717885,-1243.0571607018799
0.31760113526354594,-14.507057999475053,-118.4822654019972,1.9333758813650217,-1261.8392870354476
0.28816482253090286,-14.718156365584571,-105.54918304947374,1.9537575302008348,-1279.3043049130363
0.2583602141161358,-14.902304207385173,-92.07392090031112,1.9724591985015656,-1295.3757346237799
0.22824319754866373,-15.05850828448667,-78.10203855464195,1.9894154332606915,-1309.9823485847085
